日付,平均気温,降水量,平均風速,平均蒸気圧,平均雲量,平均湿度,平均現地気圧,日照時間,最高気温(℃),最低気温,天気概況(昼),天気概況(夜)
2016/9/6,28.8,0,4.1,29.1,8,74,1005.7,9.6,32.4,25.9,晴時々薄曇,晴後薄曇
2016/9/7,27.1,4.5,3.2,30.5,9.5,85,1002.4,2.3,30.3,25.4,曇時々雨後晴,曇時々雨一時晴
2016/9/8,26.4,11.5,3.5,31.4,10,92,999.8,1.3,30.4,24.7,曇時々雨,曇一時雨後時々晴
2016/9/9,27,0,2.4,27.6,8,79,1001.4,5.3,32.5,22.6,晴時々曇,曇時々晴一時雨
2016/9/10,26.6,0,2.5,25.3,7.8,73,1008.7,4.1,31.2,23.3,曇時々晴,曇一時晴後時々雨
2016/9/11,23.2,5,2.3,24.8,10,88,1013.1,0.2,25.1,20.8,曇時々雨,曇
2016/9/12,24.7,0,2.4,24.9,10,81,1015.3,0.3,27.7,22.5,曇,曇時々雨
2016/9/13,22.6,34.5,2.1,26.6,10,97,1013.4,0,23.9,21.4,大雨後時々曇,曇時々雨
2016/9/14,23.1,0,1.8,25.1,10,89,1013.2,0.3,26.6,20.6,曇一時雨,曇時々雨
2016/9/15,24.1,24,1.9,26.4,10,88,1012.5,0.1,26.4,22.2,曇時々雨,曇一時晴
2016/9/16,22.9,3.5,1.9,25.8,9.5,93,1013.7,0,24.4,21.9,曇時々雨,曇
2016/9/17,25.3,0,2.1,27.2,9.5,85,1011,5.3,29.4,21.6,晴後薄曇,曇
2016/9/18,24.6,2,2.7,27.6,10,89,1005.7,0,26.9,22.2,曇時々雨,雨時々曇
2016/9/19,21.3,21.5,2.6,24.3,10,96,1006.6,0,22.9,19.2,雨一時曇,大雨
2016/9/20,19.1,91.5,3,22.1,10,100,1007.7,0,20.1,17.6,大雨,大雨後曇
2016/9/21,20.1,0,2.5,20.2,10,86,1016.3,0.1,23.2,17.6,曇後一時雨,雨時々曇
2016/9/22,19.4,56.5,2.4,22.1,10,98,1016.1,0,20.9,18.1,大雨,雨一時曇
2016/9/23,20.8,16.5,1.2,24.6,10,100,1012.3,0,22.1,19.4,雨一時曇,曇時々雨
2016/9/24,21.8,10.5,1.8,25.6,10,98,1015,0,23.9,20.8,曇後雨,曇
2016/9/25,23.6,0,1.8,25.9,10,89,1015.5,3.4,28.4,20.3,曇後一時晴,曇
2016/9/26,25.4,0,1.8,28,10,87,1016.8,3.1,30.1,21.9,曇,曇後一時晴
2016/9/27,25.6,0,2,29.1,9,89,1014.7,2.3,29.8,22.8,曇一時晴,薄曇時々晴
2016/9/28,26.5,0,2.2,29.6,8.5,86,1009.4,2.1,30.6,24,曇後時々雨,曇時々雨
2016/9/29,24.6,0,2.2,27,10,87,1007.8,0.7,27.9,21.7,曇時々雨,曇時々雨
2016/9/30,21.4,2.5,2.7,16.7,10,66,1014.3,2.4,24.7,18.8,曇,曇後時々雨
2017/5/1,17.7,1,2.4,12.1,4,61,1009.3,7.6,26,13.6,晴後一時雨、雷を伴う,晴一時曇
2017/5/2,16.6,0,3.1,7.6,3.8,41,1020.1,12.4,23.3,11.3,快晴,晴後薄曇
2017/5/3,17.1,0,3.8,11.8,10,62,1024,9.5,22.4,12.3,薄曇,薄曇
2017/5/4,18.1,0,4.3,13.5,6.8,66,1020.9,9.9,23.3,15,薄曇後晴,晴
2017/5/5,19.6,0,3.2,15.6,2.5,71,1013.5,11.4,25.6,14.6,晴,晴
2017/5/6,21.7,0,3.3,19,7.8,75,1007.1,12.4,28.2,15.3,薄曇,薄曇一時晴
2017/5/7,19.9,0,3.1,16.6,9,71,1004.2,3.6,24.3,13.8,曇,晴一時雨
2017/5/8,20.8,0,2.6,13.4,5,57,1005.9,12.3,27.8,13.6,晴一時薄曇,薄曇時々晴
2017/5/9,19.1,0,2.9,12.5,9.5,57,1014.6,0.2,21.9,16.3,薄曇,曇後雨
2017/5/10,16.3,4,1.7,17.6,10,95,1009.7,0,17.9,15.1,雨一時曇,曇時々雨後一時晴
2017/5/11,21,0,2,16.7,7,70,1004.8,9.4,27.4,14.8,晴後曇一時雨,晴一時薄曇
2017/5/12,21.6,0,3.2,18.7,7.5,75,1010.9,7.8,28.3,17.2,薄曇,曇後時々雨
2017/5/13,17.8,27,3.1,19.2,10,95,1006.6,0,20.1,16.1,雨,曇時々雨
2017/5/14,17.8,0,2.8,16.1,9.8,79,1007.9,0.7,20.4,15.3,曇,曇
2017/5/15,17.7,0,2.5,17,9.8,84,1007.7,1.1,22.6,15.4,曇一時雨,曇一時雨
2017/5/16,18.9,0,3,15.4,10,71,1005.7,4.6,23.4,16.4,薄曇,曇
2017/5/17,17.2,0,2.7,13.6,10,69,1007.4,0.2,19.7,14.8,曇,曇一時晴
2017/5/18,17.6,1.5,2.1,16.3,7.8,82,1011.8,5.4,23.6,14.5,曇時々晴一時雨、雷を伴う,晴一時曇
2017/5/19,20,0,2.9,16.8,4,74,1013.5,12.4,26.3,14.6,晴,快晴
2017/5/20,22.1,0,2.6,17.5,0,68,1012.5,13.1,28.7,15.5,快晴,快晴
2017/5/21,23.8,0,2.7,17.9,3.3,64,1012.4,12.1,30.9,17.6,晴後一時薄曇,薄曇
2017/5/22,23.2,0,3.6,18.5,6,66,1011.3,12.9,29,18.2,晴時々薄曇,快晴
2017/5/23,22.5,0,5,17.5,2.8,65,1008.7,12.4,27.4,19,晴後一時薄曇,薄曇
2017/5/24,22.2,0,4,19.1,10,72,1006.3,2.7,26.2,19.2,曇,雨時々曇
2017/5/25,20.9,1,2.5,20.8,10,85,1003.7,0.4,24,18,雨後曇,曇時々雨
2017/5/26,18.8,14.5,2.4,20,10,92,1002.4,0,20.8,17.3,雨後曇,曇後一時雨
2017/5/27,20.9,0,3.3,18.6,9.5,76,1004.1,7,27.3,18,曇時々晴,曇一時晴
2017/5/28,20.9,0,2.7,16.5,8.5,67,1008.5,6.6,26.7,17.9,晴時々曇,薄曇
2017/5/29,21.5,0,3.5,17.9,5.5,71,1010,12,26.9,17,晴一時薄曇,快晴
2017/5/30,23.3,0,3,19.8,5.3,70,1006.9,12.1,29.1,17.2,晴時々薄曇,薄曇一時晴
2017/5/31,23.6,0,3.7,22.1,10,76,1003.6,4.7,27.5,20.7,薄曇,曇後一時雨、雷を伴う
2017/6/1,21.5,15.5,2.4,23.4,9.8,91,995.8,1.7,26.4,19.3,曇時々雨一時晴,曇後一時晴
2017/6/2,23,0,3.6,15.1,4,55,991.4,10.6,29.1,18.3,晴,快晴
2017/6/3,21.4,0,3.6,11.3,2.8,44,998.6,12.1,26.6,16,晴一時薄曇,曇時々晴
2017/6/4,21,0,3.6,10.1,6.5,41,1004.4,7.2,26.7,16.7,晴一時曇,晴時々曇
2017/6/5,19.6,3.5,3.1,13.3,8,60,1011.2,9.2,25.6,15.3,晴後一時雨、雷を伴う,曇時々雨、雷を伴う
2017/6/6,19.6,0,3,15.5,9,68,1016.7,4.4,24.2,15.4,曇後一時晴,薄曇一時晴
2017/6/7,20.3,0,4.4,17.6,10,74,1012.8,0,22.6,17.9,曇,雨時々曇
2017/6/8,22,0,4.1,20.3,10,76,1003.8,4.9,25.8,19.2,曇一時雨後時々晴,曇後一時晴
2017/6/9,23.1,0,3.2,19.2,9.8,69,1003.9,7,28.1,20.6,曇一時晴,曇時々晴
2017/6/10,24.6,0,3.4,18.7,8.8,63,1001,8.3,30.6,20,薄曇時々晴,曇
2017/6/11,21.7,0,3,14.2,10,55,1003.2,3.7,25.3,19.1,曇,曇一時雨
2017/6/12,20.5,0,3.1,13.8,9.3,59,1007.5,5,26.3,16.6,曇時々晴,曇時々雨
2017/6/13,16.9,9.5,2.5,17.6,10,92,1011.4,0,19.4,14.8,雨一時曇,雨時々曇
2017/6/14,19.3,3.5,2.7,17.9,9.3,81,1006.8,3.6,24.6,15.2,曇一時雨後時々晴,晴後曇
2017/6/15,21.3,0,3,18.5,7,74,1004.8,7.2,26,17.4,晴一時曇,快晴
2017/6/16,22.4,0,2.9,18.7,5.8,70,1003.7,9.7,29,17.5,晴後一時雨,晴一時曇
2017/6/17,22.3,0,2.9,15.9,5.5,60,1009.4,12.2,27.7,17.9,晴後時々薄曇,薄曇
2017/6/18,19.5,11.5,2.7,19.2,10,85,1009,0,22.5,17.7,曇後雨,雨後曇
2017/6/19,22.6,1,3.5,16.4,5.8,63,1006,11,30.5,17.3,晴一時曇,晴後曇
2017/6/20,22.7,0,3.3,20.7,9.8,75,1010.1,11.2,28,16.5,薄曇時々晴,曇後一時雨
2017/6/21,22.4,45.5,5,24.3,9.5,90,1003.3,0,24.4,19.8,大雨,曇一時晴
2017/6/22,24,0,3.1,18.3,10,63,1003.6,4.6,27.9,20,薄曇,薄曇時々晴
2017/6/23,24.6,0,3.2,20.8,3,69,1004.9,12.1,30.2,19.1,晴,晴後時々曇
2017/6/24,24.6,0,3.2,22.8,9.3,75,1003.7,7.2,29,21.9,薄曇一時晴,曇一時晴後雨
2017/6/25,22.3,10,1.9,25.7,10,95,998.4,0,23.9,21.5,雨時々曇,曇
2017/6/26,23.1,0.5,2.7,23.1,10,82,1003.8,2.1,25.9,20.3,曇一時雨,曇後雨
2017/6/27,23.2,1,2.4,24.5,10,87,1008.9,0,25.6,21.3,曇,曇後雨
2017/6/28,22.4,3,1.6,25.3,8.5,94,1010.6,0,25,20.2,雨後曇一時晴,曇時々晴
2017/6/29,24.6,0,2.6,24.3,10,80,1011.4,3.7,29.1,19.9,曇,曇後時々雨
2017/6/30,23.8,2,2.9,26.2,10,89,1008.6,0.1,25.7,22.1,雨時々曇,曇後一時雨
2017/7/1,23.4,2,2.1,25.9,10,90,1006,0.1,25.3,22.1,雨時々曇,曇後雨
2017/7/2,25.7,1,1.9,27.3,9.8,84,1005.8,3.1,32,20.9,曇,曇時々雨
2017/7/3,28.3,0,2.5,28.5,10,75,1003.7,6.2,32.5,24.5,曇,曇
2017/7/4,26.8,15,2,29.1,10,83,1002.3,0.1,29.9,23.5,曇,雨後曇時々晴
2017/7/5,26.3,0.5,3.1,27.8,9,82,1003.6,5,31.4,21.6,曇一時晴,曇一時雨
2017/7/6,26.2,0,3.1,25,7.8,74,1008.5,6.8,30.7,23.2,曇時々晴,曇時々晴
2017/7/7,27,0,2.6,26.1,5,74,1008.1,10.9,32.3,23,晴,快晴
2017/7/8,27.9,0,2.6,25.5,1,69,1007.8,12.6,33.7,22.8,晴,晴
2017/7/9,27.3,0,2.9,28.1,2.5,78,1007.4,13.1,32.5,23,晴後一時薄曇,晴
2017/7/10,27.4,0,3.7,28.3,1.5,79,1007.8,13.5,32.1,23,晴,晴後時々曇
2017/7/11,27.7,0,4.8,28.6,6,78,1009.3,7.2,31.6,24.8,晴一時曇,晴一時曇
2017/7/12,28.9,0,4.1,30.5,6.5,77,1007.4,10.3,33.1,25.6,晴,晴時々曇
2017/7/13,28.5,0,5,30.1,6.8,78,1006.6,5.6,33.4,26,晴後時々曇,晴一時曇
2017/7/14,28.2,0,4.4,28,1.5,74,1009.1,12.1,32.4,25.4,晴,晴
2017/7/15,28.1,0,2.8,27.9,5.8,74,1009.5,11.5,33.7,23.6,晴後時々薄曇,薄曇
2017/7/16,28.9,0,2.2,29.8,10,76,1007.3,6.6,34.9,25.1,薄曇,曇後一時雨、雷を伴う
2017/7/17,29.7,0,3,27.3,10,66,1005.4,6.1,35,25.3,薄曇一時雨,曇
2017/7/18,26.3,10.5,2.3,28.4,10,84,1003.8,3.5,32.7,22.7,曇時々晴一時雨、雷を伴う,曇時々晴
2017/7/19,26.5,0,3.4,26.9,8.8,79,1006,6.6,31.1,22.9,晴時々曇,曇時々晴
2017/7/20,28.2,0,3.8,28.7,4.8,76,1009.2,7.7,32.3,24.9,晴,晴時々曇
2017/7/21,29.1,0,4.5,29.1,4.8,73,1010.3,11.6,33.7,25.8,晴,晴後一時薄曇
2017/7/22,28.7,0,4.1,29.5,6.8,75,1008.7,9.7,32.5,25.8,薄曇時々晴,薄曇一時晴
2017/7/23,27.3,0,4.5,28.6,10,79,1003.8,0,28.5,26.2,曇時々雨,曇
2017/7/24,29.1,0,4.7,29.3,10,73,999.3,2.3,32.9,26.7,曇,曇一時晴
2017/7/25,29.4,0,3.5,31.1,9,76,999.4,1.8,32.7,27,曇、雷を伴う,曇後時々雨
2017/7/26,24.6,35,2.7,28.1,10,91,1004.3,0,28.2,23.2,大雨一時曇,曇
2017/7/27,24.2,0.5,2.4,24.3,10,81,1008.5,0,26.7,22.5,曇,曇時々雨
2017/7/28,26.8,0,2.2,29,9.3,83,1006.6,3.5,32.3,22.5,曇時々晴,曇
2017/7/29,26.8,16,2.4,29.7,9.8,85,1005.2,3.1,33.5,23.7,曇後一時雨、雷を伴う,雨後一時曇、雷を伴う
2017/7/30,25.6,0.5,2.3,28,10,86,1006.2,0.1,29.2,23.3,曇一時雨,曇時々晴
2017/7/31,28,0,2.4,28.9,7,78,1005.9,8.4,33,23.2,晴時々曇,晴後曇
2017/8/1,26.3,6.5,2.8,29.7,10,87,1005.6,0,31,22.7,曇時々雨,曇時々雨
2017/8/2,22.9,0.5,3,22.9,10,82,1007.7,0.5,25.4,20.9,曇時々雨,曇時々晴
2017/8/3,24.3,0,2.3,23,9,76,1009,0.7,28.9,20.2,曇,曇時々雨
2017/8/4,25.6,0,2.2,28.1,10,86,1008.5,0.6,29.2,22,曇,曇一時雨
2017/8/5,27.8,0.5,1.8,31.4,10,85,1005.1,2.9,31.9,24.6,曇,曇一時晴
2017/8/6,29,0,2.7,32.4,8,82,1002.6,6.1,33.5,26.3,曇後晴,晴時々薄曇
2017/8/7,28.7,9,4.3,32.6,7.5,83,998.4,5,33.2,25.9,曇時々晴,曇時々雨
2017/8/8,29.3,0,4.2,32.3,9.8,80,987.9,3.3,33.9,26.9,曇一時雨,曇一時雨後時々晴
2017/8/9,30,0,2.6,31.4,7.8,75,992,8.5,37.1,25.9,晴時々曇一時雨,曇一時雨
2017/8/10,25.7,2.5,2.6,28.2,10,85,997.9,0,28.4,22.4,曇一時雨,曇後雨
2017/8/11,22.9,10.5,2.4,25.9,10,93,1002.5,0,24.8,21.7,曇時々雨,雨時々曇
2017/8/12,24.1,9.5,1.8,26.7,8,89,1003.9,1.5,29.3,21,曇時々雨後一時晴,晴後曇
2017/8/13,26.9,0,2.2,28.1,9.5,80,1004.9,3.5,31.2,23.1,曇一時晴,曇一時雨
2017/8/14,24.4,9.5,2.2,28.7,10,94,1004.6,0,25.2,23.4,曇時々雨,雨時々曇
2017/8/15,23.7,43.5,2.4,28.7,10,98,1003,0,26.3,22.4,大雨時々曇,雨時々曇
2017/8/16,21.9,18.5,2.5,26,10,99,1004.8,0,22.8,21.1,雨,雨
2017/8/17,24.2,3.5,2.2,26.7,10,89,1006.9,0.2,28.2,20.9,曇,曇一時晴
2017/8/18,26.5,0,1.9,30,10,87,1007.3,0.8,30.2,24,曇,曇一時雨
2017/8/19,26,17,2.3,30.4,9.5,90,1008.1,2.2,30.3,22.4,曇一時雨、雷を伴う,曇時々雨、雷を伴う
2017/8/20,25.3,0,1.9,27.5,10,86,1010.4,0.6,29.3,22.4,曇,曇
2017/8/21,27,0.5,2.4,29,9.8,82,1011.3,3.7,31.5,24.1,曇一時雨後一時晴,曇
2017/8/22,27.8,0,2.8,31.3,9.5,84,1010.5,2.6,31.9,24.4,曇,晴時々曇
2017/8/23,29.4,0,2,29,7.3,72,1007.5,5.6,33.7,24.7,晴後曇,曇一時晴
2017/8/24,29.9,0,2.5,28.7,7.5,69,1004.2,7.6,34.8,26.4,曇時々晴,晴後薄曇
2017/8/25,30.4,0,2.1,31.1,10,73,1001.1,3.7,34.9,25.8,曇,薄曇
2017/8/26,28.9,0,2.4,29.9,10,75,1005,2.7,33.6,26.1,曇後一時雨,曇
2017/8/27,26.6,0,3,22.3,7,64,1013.4,4.8,30.6,23.2,曇時々晴,晴時々薄曇
2017/8/28,26.4,0,2.7,25.3,8.5,74,1011.4,6.7,31.4,22.3,曇後晴,曇時々晴
2017/8/29,28.7,0,4.1,30.3,9,77,1006.6,5.3,32.2,25.2,曇後一時晴,薄曇時々晴
2017/8/30,27.7,2,3.3,30.7,8.8,83,1005,4.6,32.9,24.1,曇時々晴後一時雨,曇
2017/8/31,21.6,8,3.6,22.8,9.8,88,1004,0,24.2,20,雨後時々曇,曇
2017/9/1,21.8,9.5,3.6,18.2,10,71,1004.6,2.3,27.4,17.3,曇後一時雨,雨時々曇
2017/9/2,20,14.5,3.3,18.8,8.3,82,1004,4.9,24.5,16.8,雨一時曇後晴,晴一時曇
2017/9/3,22.2,0,2.8,20.2,3,76,1007.5,8.6,27.2,16.4,晴時々曇,晴後曇
2017/9/4,20.6,8,2.1,21.8,10,90,1014.3,0,22.5,18.9,曇時々雨,曇時々雨
2017/9/5,23,0.5,2.2,23.5,10,84,1012.3,2.3,27.3,18.8,曇,雨時々曇
2017/9/6,21.6,9.5,1.7,25.6,10,99,1005.4,0,22.8,19.8,雨時々曇,曇一時雨
2017/9/7,22.1,3,1.6,26.3,10,99,1001.3,0.1,24,20.2,曇時々雨,雨時々曇
2017/9/8,23.8,0,2.4,25.1,6.3,86,1003,5.1,28.2,21,曇後晴,曇時々晴
2017/9/9,24.5,0,2.4,22.4,6.5,74,1010.3,8.7,29.2,21.5,晴一時曇,晴後曇
2017/9/10,25.3,0,2.8,25.3,6,79,1012,7.8,29.9,21.6,晴一時曇,晴後薄曇
2017/9/11,25.8,3,4.1,25.5,10,78,1011.7,5.8,29.8,22.8,曇,雨時々曇
2017/9/12,24.8,4.5,3.4,29.2,10,93,1004.8,0.3,27,22.7,雨後時々曇、雷を伴う,晴時々曇
2017/9/13,26.2,0,2.9,23.6,8,70,1009.9,7.1,31.2,22.1,晴後薄曇,曇
2017/9/14,25.7,0,2.7,22.9,9.5,70,1011.7,6.5,31,22.6,曇時々晴,曇一時雨
2017/9/15,23.9,0,3,16.4,10,57,1014.1,6.9,28.5,19.9,薄曇,曇
2017/9/16,20.5,8,2.6,18.7,10,78,1016.3,0,22.9,18.1,曇時々雨,雨
2017/9/17,19,52,2.5,22,10,100,1007.5,0,20.9,17.9,雨,雨一時曇、雷を伴う
2017/9/18,27,16,4.6,25,8,71,996.4,9.3,33.3,20.3,晴,曇時々晴
2017/9/19,24.6,0,2.3,20.8,9.3,67,1006.7,6.3,28.2,21.3,薄曇時々晴,曇
2017/9/20,23.3,0,2.4,21.3,10,74,1004.5,0,25.7,21.4,曇,薄曇後一時晴
2017/9/21,24.2,0,3.4,15.9,7.5,54,1008,10.4,29.5,19.6,晴時々曇,晴時々薄曇
2017/9/22,21.9,20.5,2.3,21.7,8.3,84,1014.1,1.4,26.1,19.3,曇後雨,雨
2017/9/23,20.1,12.5,2.6,19.8,9.5,85,1012,1.3,24,17.7,曇一時雨,曇
2017/9/24,21.9,0,2.1,20,9,77,1012.9,4,26.3,18,曇一時晴,曇一時晴
2017/9/25,23.7,0,2.3,21.7,7.3,75,1011.9,5.9,28.9,19.6,晴時々曇,曇時々晴
2017/9/26,23.8,0,2.5,22.6,4.8,77,1012.1,7.7,28.2,20,晴一時曇,晴後一時薄曇
2017/9/27,23.7,2.5,4,22.3,7.8,77,1008.7,0.5,26.5,21,曇,大雨一時曇
2017/9/28,19.2,45.5,2.9,20.5,10,92,999.4,0.1,24.7,16.2,曇時々雨,曇時々雨
2017/9/29,19.9,0,2.4,17.1,5.8,75,1010.3,8.3,24.2,16,晴,曇時々晴
2017/9/30,20.1,0,1.9,18.6,7,80,1017,2.8,24.2,17.6,曇後一時晴,快晴
2018/5/1,22.3,0,2.9,15.1,4.8,59,1012.6,12.1,28.1,16.7,晴後薄曇,薄曇一時晴
2018/5/2,20.4,3.5,3.2,18.5,10,79,1009.7,2.9,25.3,17.1,曇後一時雨,雨一時曇
2018/5/3,21.9,14,6.2,20.2,10,77,996.7,1.9,27.4,16.8,曇一時雨,曇後一時晴
2018/5/4,18,0,3.8,10.6,3.5,55,1004.5,9.7,23.8,13.2,晴,晴
2018/5/5,18.3,0,3.3,10.8,1.8,53,1011.4,12.4,24.3,11.5,快晴,薄曇時々晴
2018/5/6,21,0,4.5,13.4,9.8,55,1009.5,10.1,26.5,14.4,薄曇時々晴,曇時々雨
2018/5/7,17.9,21,4.3,16.8,10,83,1004,0.1,21.6,13.9,曇後雨,雨一時曇
2018/5/8,12.9,10.5,3.1,13.6,10,92,1010.6,0,14.6,11.4,曇後一時雨,大雨
2018/5/9,12.1,35,2.9,12.6,10,90,1013,0,14.3,10.3,雨後曇,曇一時雨
2018/5/10,12.1,9,1.8,11.9,6.3,84,1015.1,3.2,15.8,10,曇時々雨後晴、雷を伴う,晴後一時薄曇
2018/5/11,16.4,0,3.7,11.8,7.3,64,1015.4,11.9,22.4,9,晴時々薄曇,薄曇後晴
2018/5/12,18.8,0,2.8,15.5,6.5,73,1012.8,9.7,24.6,12.9,薄曇時々晴,薄曇
2018/5/13,17.9,49,3.4,17.2,10,85,1007.2,0,21.4,14.6,曇後雨,雨後曇
2018/5/14,21.1,0,2.9,14.1,3,55,1003.3,10.9,28.6,15.2,晴一時曇,快晴
2018/5/15,22.3,0,3.6,14.8,2,57,1009.2,12.6,28.4,14.8,快晴,晴
2018/5/16,23.5,0,4.3,17,5.8,59,1008.2,11.3,29,18.8,薄曇時々晴,薄曇
2018/5/17,24,0,3.7,21,9,71,1003.9,5.8,28.4,21.4,曇,晴時々曇
2018/5/18,23.4,0,3,23.4,7.8,82,1002.4,9.7,27.1,20,晴時々曇,曇後時々雨
2018/5/19,21.5,0,3.9,18.4,7.5,70,1000.4,2.3,26.3,15.3,曇時々晴,晴
2018/5/20,16.8,0,3.5,9.6,4.3,51,1015.3,11,22.1,13.1,晴,薄曇
2018/5/21,20.3,0,2.4,10.8,10,48,1017,11,27.2,13.7,薄曇,薄曇後晴
2018/5/22,21,0,3.1,13.3,0.3,55,1015.6,13.4,27.3,15,快晴,晴後薄曇
2018/5/23,18.6,9,2.3,18,10,85,1007.4,1.3,22,17,曇後雨,雨後時々曇
2018/5/24,20.7,6,2.8,19.6,6,82,1001.6,7.8,25.7,16.1,晴時々曇,晴一時曇
2018/5/25,22.8,0,3.7,19.8,8.3,72,1003.8,8.3,27.1,18.7,薄曇一時晴,薄曇一時晴
2018/5/26,21.4,0,2.7,16,9.8,63,1006.6,2.7,25.2,18,薄曇,曇時々晴
2018/5/27,21.3,0,2.9,18.1,3.3,72,1008.1,11.2,26.9,16.2,晴一時薄曇,曇
2018/5/28,21.6,0,2.5,19.6,10,76,1010.4,0.7,26,18.8,曇,曇一時晴
2018/5/29,23,0,3.2,20.2,10,73,1012.2,3.6,27.6,19.3,曇,曇
2018/5/30,21.1,8.5,2.6,21.3,10,86,1010.7,0.1,25,17.4,曇後雨,雨後曇
2018/5/31,19.5,0,2.4,19.7,10,87,1003.5,1.6,22,16.5,曇後時々雨,曇後一時晴
2018/6/1,21.7,0,3.4,14.5,8,57,1007.5,9.1,27.5,17.3,晴,晴時々曇一時雨
2018/6/2,21.9,0,2.4,16.9,3.8,65,1013,9.9,27.2,16.9,晴,快晴
2018/6/3,22.5,0,2.8,17.8,4.3,68,1013.9,9.8,28.6,17.3,晴,薄曇時々晴
2018/6/4,23.5,0,2.8,17.9,3,64,1012.8,13.2,29.1,18.5,晴,晴
2018/6/5,23.2,0,2.3,18.9,7.5,69,1011.8,6,28.3,18.2,曇一時晴,曇時々雨
2018/6/6,20.3,12.5,1.7,21.8,10,92,1010.3,0,22.8,18.3,雨,雨後時々曇
2018/6/7,22.2,1.5,2.6,21.4,7.8,81,1010.3,8.5,27.3,18.2,曇後晴,晴時々薄曇
2018/6/8,23.7,1,4,22.9,7.3,79,1005.1,7.3,27.5,19.3,曇時々晴,曇時々雨、雷を伴う
2018/6/9,25.7,0,2.7,23.8,8.8,74,1001.2,8.4,32,21.2,薄曇一時晴,曇後一時雨
2018/6/10,20,31,3,21.2,10,91,1006.8,0,22,18.6,雨一時曇,大雨
2018/6/11,18.9,50,2.9,21.6,10,99,994.7,0,19.9,18.1,雨,曇一時雨
2018/6/12,20.5,0,2.2,21.8,10,91,993,1.1,26.4,17.8,曇,曇
2018/6/13,21.5,0,2.7,19.5,8,77,1000.2,5,27,18.3,曇一時晴,晴時々曇
2018/6/14,20.6,0,3.4,17.6,10,72,1007.2,1.3,25.2,18.6,曇,曇
2018/6/15,17.6,9.5,3.2,18.6,10,93,1006.7,0,20,15.4,雨一時曇,雨一時曇
2018/6/16,15.9,3,2.8,15.4,10,86,1010.4,0.1,18.4,14.2,曇一時雨,曇
2018/6/17,18.7,0,2.3,16.6,10,77,1013.2,0.4,22.5,15.1,曇,曇
2018/6/18,19.4,2,1.9,20.8,10,93,1009.5,0,21.2,17.7,曇時々雨,曇時々雨
2018/6/19,22.7,0,3,20.9,9.8,77,1006.4,7.7,28.8,18.2,曇時々晴,曇後雨
2018/6/20,20.8,24.5,2.7,24.1,10,98,1001.5,0,21.7,19.4,雨,雨時々曇
2018/6/21,21.2,2,2,23.9,9.5,95,999.4,0,24.4,19,曇,晴一時曇
2018/6/22,23.1,0,2.7,22.4,7.3,79,1004.6,10.8,28.1,19.4,薄曇一時晴,薄曇時々晴
2018/6/23,20.6,16,1.7,23,10,95,1003.8,0,23,17.9,曇後雨,曇時々雨
2018/6/24,21.3,2.5,2.1,23,10,91,1002.5,4.1,27,18.4,雨後薄曇一時晴,薄曇
2018/6/25,26.2,0,2.4,23.2,2.8,71,1008.3,12.9,32.6,19.7,快晴,晴後曇
2018/6/26,25.7,0,3.6,24.7,7.5,75,1011,9.2,30.1,22.3,晴後薄曇,曇
2018/6/27,27.7,0,7,26.1,9,71,1003.1,7.6,31.7,24.9,曇後晴,曇一時晴
2018/6/28,27.4,0,6,27.9,8,77,1003.1,4.8,31.9,25.2,曇一時雨,晴
2018/6/29,28.2,0,6.9,27.7,4,73,1008.3,12.8,32.9,25.4,晴,晴
2018/6/30,28.6,0,5.8,28.5,6,74,1014,13.1,32.7,25.2,晴後薄曇,晴時々薄曇
2018/7/1,28.1,0,5.1,28.5,1.5,75,1015.4,13.1,32,25.4,晴,快晴
2018/7/2,28.8,0,3.7,27.6,0,70,1011.3,13.6,33.5,24,快晴,晴
2018/7/3,28.4,0,5,26.5,7.8,69,1006,11.4,32.7,25.6,薄曇,薄曇後一時雨
2018/7/4,27.6,0,6.6,27.6,10,75,1001.6,2.6,31.2,25.5,曇一時雨,曇時々雨
2018/7/5,26.7,2,6.9,27.5,10,79,1001.9,0.1,28.7,24.8,雨後一時曇,雨時々曇
2018/7/6,21.7,28.5,3.1,25.8,10,99,1007.7,0,25,19.1,雨後時々曇,雨時々曇
2018/7/7,25,0,3.8,27.2,10,86,1009.9,3.1,29.6,19.3,曇,薄曇
2018/7/8,27.4,0,3.9,28.7,10,79,1012.9,6.8,32.2,24.5,薄曇,晴時々薄曇
2018/7/9,27.3,3.5,3.2,30.8,7.8,86,1015.9,5.1,31.6,24.2,晴時々曇一時雨,晴時々曇
2018/7/10,28.5,0,3.7,30,6,78,1015,10.5,32.8,25.4,晴時々薄曇,曇時々晴
2018/7/11,29,0,2.1,29.8,10,75,1011.6,5.5,34.2,25.2,薄曇,曇時々雨
2018/7/12,26.6,3.5,2.6,29,10,83,1010.2,3.9,30,23.1,曇一時雨後一時晴,曇
2018/7/13,29.1,0,2.7,29.8,8.5,75,1006.8,8.7,33.8,25.5,薄曇,晴時々薄曇
2018/7/14,30.1,0,2.8,29.4,7,70,1007.6,8.9,35.4,26.2,晴時々薄曇,晴一時曇
2018/7/15,29.7,0,3.2,32.1,3,78,1009,11.1,34.5,26.3,晴,晴後薄曇
2018/7/16,29.9,0,3,32.6,9.8,78,1008.7,11.1,34.4,26.3,薄曇,薄曇
