日付,最高気温,平均蒸気圧,平均雲量,平均風速,降水量
2015/8/9,31.5,31.5,10,4.3,37.5
2015/8/10,29.5,31.5,9.5,2.5,9
2015/8/11,31.2,30.8,7,4.1,0
2015/8/12,31.8,32.2,6.8,5.7,0
2015/8/13,32.7,31.7,5.8,3.9,0
2015/8/14,31.9,32.8,9,4.9,34
2015/8/15,31.3,32.6,9.8,6.2,52
2015/8/16,31.1,33.3,9.8,6.4,18
2015/8/17,31,31.5,8.8,4.6,28
2015/8/18,32.8,31,5,3.5,0
2015/8/19,31.9,31.7,4.8,6.2,0
2015/8/20,32.1,31.2,7.3,6.7,0
2015/8/21,32.1,30.6,3.3,5.1,0.5
2015/8/22,31.1,32,8,4.9,13
2015/8/23,30.3,32.1,10,6.8,14.5
2015/8/24,28.8,32.1,10,14.5,48.5
2015/8/25,30.3,30.8,7.8,6.3,6.5
2015/8/26,30.3,29.6,9.8,2.5,6.5
2015/8/27,30.9,28.6,6.3,3,0.5
2015/8/28,30.5,31.3,9,3.3,3
2015/8/29,30.8,31.4,8.5,4.8,0
2015/8/30,31.4,30.7,9.5,3.9,0
2015/8/31,32,30.8,9,4.4,0
2015/9/1,31.5,30.7,7.3,3.8,0
2015/9/2,31.6,31.4,9,2.9,5
2015/9/3,31.4,31.8,7.8,3.9,0
2015/9/4,31.5,31.3,8.5,3.3,3
2015/9/5,31.5,30.2,5.3,3.6,0
2015/9/6,30.7,32.5,8.3,5.7,23
2015/9/7,27.5,29.4,10,3.1,5.5
2015/9/8,29.8,25.8,2.5,5.6,0
2015/9/9,30,24.7,4.5,5.2,2
2015/9/10,29.5,23.4,3.3,6.3,0
2015/9/11,29.1,22,2.3,4.6,0
2015/9/12,29.2,21.9,3.3,3,0
2015/9/13,30,22.4,2.5,4.3,0
2015/9/14,30.7,25.5,5.8,4.8,0
2015/9/15,31,26.6,7.3,3,0
2015/9/16,31.2,27.6,8.5,1.8,0
2015/9/17,30,26.2,3.5,4,0.5
2015/9/18,29.1,21.8,3.3,5.6,0
2015/9/19,29.3,23.2,4.8,5.5,0
2015/9/20,28.8,25.2,6,2.3,0.5
2015/9/21,30.1,26.5,9.3,3.7,0.5
2015/9/22,30.8,27,8.5,4.1,0
2015/9/23,30.7,25.3,0.3,3.1,0
2015/9/24,29.7,26.7,5.5,4.4,0
2015/9/25,29.8,26,1.5,5.8,1
2015/9/26,30.4,29.8,9.3,6.2,2.5
2015/9/27,31.2,32.3,8.5,9.2,1
2015/9/28,31.7,32.7,8.8,8.6,0
2015/9/29,32.5,32.7,7.8,5.6,2
2015/9/30,32.6,31.2,1.5,3,0
2016/5/1,26,21.1,9.8,4.7,0
2016/5/2,27,22.6,7.3,6.3,0
2016/5/3,27.7,24.5,8.3,7.6,4
2016/5/4,25.5,15.9,7.5,4.5,0
2016/5/5,27.7,23.3,9.3,6.4,0
2016/5/6,29.5,29.9,9.5,7.9,0
2016/5/7,29.9,31.1,9.8,5.5,0
2016/5/8,31,29.2,6.5,4.5,0
2016/5/9,30.4,30.9,8.5,6.5,0
2016/5/10,30.2,29.5,7.8,8.2,2.5
2016/5/11,24.1,22.2,10,4.4,20.5
2016/5/12,27.3,23.6,8.8,5.6,0
2016/5/13,29,27.1,6.5,4.8,0
2016/5/14,29.7,27.1,9.5,4.2,0
2016/5/15,29.8,27.6,9.3,4.8,0
2016/5/16,29.5,26.6,9,5.8,14.5
2016/5/17,21.9,21.7,10,4.7,15
2016/5/18,22.9,23.4,10,4.5,21.5
2016/5/19,25.1,27.4,10,5.6,8.5
2016/5/20,29.1,27.9,10,3.8,1
2016/5/21,29.7,28.2,10,2.3,2
2016/5/22,27.7,28.9,10,3.8,36.5
2016/5/23,29.8,28.9,6.8,2.8,3
2016/5/24,30.1,29.9,7.8,2.7,0
2016/5/25,30.8,31.9,9.5,3.7,0.5
2016/5/26,29.7,31.5,6.3,4.6,0
2016/5/27,30.5,30,3.3,2.7,0
2016/5/28,31.1,33.7,5.8,4.7,0
2016/5/29,31.1,34.1,8,6.2,0
2016/5/30,29.3,30.8,8.8,5,0
2016/5/31,29.5,28.1,7.5,2.7,0
2016/6/1,31.3,33.6,10,6.1,0
2016/6/2,28.2,28.2,10,5.4,3
2016/6/3,26.6,28.7,10,6,20
2016/6/4,31.7,33.2,5.3,4.7,0
2016/6/5,29.7,27.1,8.5,3.7,0
2016/6/6,30.4,28.2,8.8,3.2,27
2016/6/7,30.2,29.3,8,3.3,29.5
2016/6/8,30.5,29.4,6.5,3.3,0
2016/6/9,30.8,29.2,7.8,3.2,5
2016/6/10,29.9,30.6,8.8,3.3,42.5
2016/6/11,29.4,31.9,10,4.5,42.5
2016/6/12,28.4,32.9,10,6.2,42.5
2016/6/13,29.1,32.9,10,7.9,27.5
2016/6/14,26.9,31.4,9.8,3.3,47.5
2016/6/15,31.2,33.9,8,7.1,0
2016/6/16,31.7,34.7,6,8.2,0
2016/6/17,31.5,34.4,5.5,6.6,0
2016/6/18,32.3,32.2,3.8,5.2,0
2016/6/19,32.6,32,3.3,4.5,0
2016/6/20,31.9,29.4,4.5,4.4,0
2016/6/21,32.8,31.1,6.3,4.1,0
2016/6/22,33,32.4,5.5,5.7,0
2016/6/23,32.6,33,6,5.1,0
2016/6/24,32.7,32.7,8.5,6.1,0
2016/6/25,32.6,33.5,9,5.8,23
2016/6/26,30.6,32,9.5,3.6,9.5
2016/6/27,32.4,33.8,9.8,5.9,0
2016/6/28,32.4,34,7.8,6.4,0
2016/6/29,33.1,32.3,7.5,4.6,0
2016/6/30,33,31.9,7.3,3.6,0
2016/7/1,33.3,31.4,4.8,4.8,0
2016/7/2,33.3,31.6,4.5,4.9,13.5
2016/7/3,33.5,32,4.5,4.5,1
2016/7/4,33.6,31.5,3.5,4.4,0
2016/7/5,33,31.2,5.8,5.6,12.5
2016/7/6,32.5,31.8,7.3,6.4,4.5
2016/7/7,31.1,31.5,10,7,24.5
2016/7/8,30.3,33.3,10,6.2,19
2016/7/9,31.8,32.4,9.5,8.1,30
2016/7/10,31.9,32.4,10,8.7,0.5
2016/7/11,32.3,32.2,7,8.2,0
2016/7/12,32.8,31.8,5.3,7.6,0
2016/7/13,32.6,31.5,3.5,6.9,0
2016/7/14,32.5,32.7,5.8,6.7,0
2016/7/15,32.3,32.9,9.5,6.9,0
2016/7/16,32.8,33.4,8,7,0
2016/7/17,32.7,32.6,5.5,5.1,0
2016/7/18,32.6,32.9,8,3.7,9.5
2016/7/19,32,31.6,5.5,4.7,0.5
2016/7/20,32.5,31.5,3.8,3.1,0
2016/7/21,33.1,31.4,6,3,0
2016/7/22,32.6,31.1,2.5,3.3,0
2016/7/23,32.9,29.7,6,3.2,0
2016/7/24,33.5,29.7,7,2.9,17
2016/7/25,32.7,30.3,5.8,2.6,34.5
2016/7/26,32.8,31.1,6.5,2.3,0.5
2016/7/27,32.6,30.8,5.8,2.9,0
2016/7/28,33.3,30.6,8.8,3.1,0
2016/7/29,33.4,30.2,7.5,2.9,0
2016/7/30,31.2,32,9.5,5,12.5
2016/7/31,32.6,32.3,9,2.5,13
2016/8/1,33.6,33,6,2.4,2
2016/8/2,33.9,32,5.3,2.3,0
2016/8/3,32.9,31.7,7.5,2.7,0
2016/8/4,30.7,32.1,9,2.5,6
2016/8/5,30.1,30.1,9.5,2.4,4.5
2016/8/6,31.4,31.1,8.3,6.1,0
2016/8/7,27.9,30.8,10,6.3,46.5
2016/8/8,31.6,33.5,9.5,6.2,51
2016/8/9,32.9,33.9,7.3,5.1,6.5
2016/8/10,32.1,34.7,9.8,6.1,8.5
2016/8/11,33.4,33.6,10,4.1,4
2016/8/12,33.3,34.2,9.3,4.3,0
2016/8/13,32.6,32.7,9,5.2,1.5
2016/8/14,33.3,31.6,4.5,4.6,0.5
2016/8/15,33.1,30.7,4.8,3.4,0
2016/8/16,32.6,29.5,5.8,2.1,0
2016/8/17,32.9,30.7,8.8,1.8,5
2016/8/18,32.6,30,4.5,2.5,0
2016/8/19,33.5,30.8,3,2.9,3
2016/8/20,33.2,31.7,4,3.9,26
2016/8/21,32.8,31.4,8,3.4,1.5
2016/8/22,32,31.6,8,2.9,1.5
2016/8/23,32.5,31.3,6.8,3.4,0
2016/8/24,33.5,32,2.3,5.5,0
2016/8/25,32.7,32.7,4,5.3,13
2016/8/26,32.7,31.8,3.5,5.6,28
2016/8/27,32.6,31,4,6.4,0
2016/8/28,31.9,28.6,3.8,6.3,0
2016/8/29,30.9,21.2,4.3,6.2,0
2016/8/30,30.7,20.5,1.8,5.1,0
2016/8/31,30.5,19.9,4.8,3.7,0
2016/9/1,31.8,27.2,9.8,4.7,0
2016/9/2,32.2,31.1,3,4,0
2016/9/3,32.6,31.6,7.3,3.2,0
2016/9/4,32.8,31.5,4,3.6,0
2016/9/5,31.5,32.2,9.5,4.4,6.5
2016/9/6,29,31.1,10,10.8,33.5
2016/9/7,28.5,31.4,10,7.2,137.5
2016/9/8,28.8,31.5,8.3,4.4,35.5
2016/9/9,28.3,31.6,10,2.5,10
2016/9/10,31.5,29.8,8.3,3.1,0
2016/9/11,31.6,30.4,8.3,2.1,23
2016/9/12,31.9,31.3,6,4.3,0.5
2016/9/13,32,32.5,7.5,5.8,2.5
2016/9/14,31.8,31.2,8.8,5.8,4.5
2016/9/15,31.5,29.4,5.8,6.2,0
2016/9/16,31.8,31.3,8.5,6.4,23.5
2016/9/17,32.1,32.3,6,7.1,5
2016/9/18,31.6,31.7,8.3,7.5,6
2016/9/19,30.3,29.5,8.8,8.1,0
2016/9/20,30.2,27.1,6.5,5.6,0.5
2016/9/21,30.3,23.2,9,4.5,0
2016/9/22,30.1,21.8,10,4.4,0
2016/9/23,30.7,26.6,9,4.8,0
2016/9/24,31.4,29.1,4,4.4,3.5
2016/9/25,31.9,30.8,7.3,6.6,0
2016/9/26,30.5,31.6,10,10.8,7.5
2016/9/27,31.5,32.1,9.8,9,20
2016/9/28,31,31,6.5,7.4,14.5
2016/9/29,31.5,31,6.3,4.5,8
2016/9/30,32.3,30.8,6,3.6,0
2017/5/1,26.1,15.1,4,4.2,0
2017/5/2,23.5,20.3,8.3,6.6,0.5
2017/5/3,25.5,25.4,10,4,1.5
2017/5/4,28,25.9,4,3.4,0
2017/5/5,29.3,29.2,10,4,0.5
2017/5/6,26.2,27.4,9.8,2.4,7
2017/5/7,24.9,23.5,5.8,4.1,7
2017/5/8,26.7,22.7,4.8,3.6,0
2017/5/9,29.6,29.1,8,6.5,0
2017/5/10,29,19.6,9.5,3.8,2.5
2017/5/11,29.1,25.1,8.8,4.6,0
2017/5/12,29.7,28.7,8.5,5.9,0
2017/5/13,26.6,28.1,10,5,108.5
2017/5/14,28.5,27.2,9.3,3.4,21
2017/5/15,28.1,27.1,7.3,3,11
2017/5/16,25.1,23.7,10,4.8,124
2017/5/17,22.7,20.1,9.8,3.6,7
2017/5/18,26,16.7,8.8,4.5,0
2017/5/19,26.1,18,10,4.9,0
2017/5/20,25,19.4,10,6.4,0
2017/5/21,26.7,22.8,10,6.7,0
2017/5/22,26.7,25.3,10,6.1,0.5
2017/5/23,28.6,25.5,8,4.5,0.5
2017/5/24,28.7,26.1,10,4.2,0
2017/5/25,27.5,26.5,10,5.8,1.5
2017/5/26,27.2,21.6,9,4.7,0
2017/5/27,26.9,19,10,3.5,0
2017/5/28,23.5,19.2,10,4.4,12
2017/5/29,26.5,22.6,9.8,6,0
2017/5/30,28.4,26,8.3,3.5,0.5
2017/5/31,26.4,26.1,9.5,2.5,10
2017/6/1,28.7,28.2,10,2.6,0
2017/6/2,26.8,28.3,10,3.6,33
2017/6/3,27.4,26.2,10,4.2,0
2017/6/4,26.7,26.9,10,5.1,0
2017/6/5,28.9,26.6,8.8,5.2,0
2017/6/6,28.4,26.3,8.5,5.8,0
2017/6/7,29.5,29.2,6.3,4,0
2017/6/8,27.8,26.9,9.8,4.3,1.5
2017/6/9,28.7,26.3,9.3,1.9,0
2017/6/10,31.3,31.6,8.3,5.2,0
2017/6/11,31.4,32.9,8.5,7.1,0
2017/6/12,29.4,33.5,10,4.4,13.5
2017/6/13,30.1,31.9,10,4.8,14.5
2017/6/14,27.6,31.5,10,6.3,50
2017/6/15,26.2,25.5,10,4,2
2017/6/16,23.4,23,10,4.8,25
2017/6/17,23.5,24,10,7.6,42
2017/6/18,25.7,24,10,4.8,1.5
2017/6/19,25.6,27.7,10,4.2,206.5
2017/6/20,30,31.7,10,7.3,1
2017/6/21,30.4,33.5,9.8,7.1,0
2017/6/22,30.9,33.5,8.8,6.4,0
2017/6/23,30.8,32.7,9.3,5.4,0
2017/6/24,31.5,32.8,10,5.2,0
2017/6/25,31.8,33.9,9.3,6.3,0
2017/6/26,30.7,34.3,10,6.3,0
2017/6/27,31.3,33.5,9.5,5.5,7
2017/6/28,33.2,31.9,7,3.4,0
2017/6/29,31.1,30.6,8.8,6.2,7.5
2017/6/30,31.5,31.6,8,4.5,39.5
2017/7/1,32.2,31.6,6,4.1,0
2017/7/2,32.1,30.6,7.5,5,2.5
2017/7/3,30.3,32.4,7.8,7.5,1
2017/7/4,32.1,31.9,7.8,5,0
2017/7/5,32.8,31.9,4.3,3.9,0
2017/7/6,32.5,31.1,6.3,4.3,0
2017/7/7,32.6,30.7,5.5,4.6,0
2017/7/8,32.7,31.4,6.8,4.3,0
2017/7/9,32.4,30.6,10,4.1,0
2017/7/10,32.9,29.9,9.3,4.6,0
2017/7/11,33.1,31.6,8.8,4,0
2017/7/12,34,30.7,7.8,2.7,0
2017/7/13,33.3,27.6,8.5,2.1,0
2017/7/14,34.1,27.3,4.5,2.1,0
2017/7/15,34.3,30.1,3.3,3.7,1
2017/7/16,35.1,31.2,7.5,3.5,0
2017/7/17,34.1,31.5,8.8,2.5,0
2017/7/18,34.2,30.2,6.3,2.3,0
2017/7/19,34.2,31,5.3,3.1,0
2017/7/20,33.6,30.7,1.8,3.2,0
2017/7/21,34.3,30.2,6.3,2.4,0
2017/7/22,33.4,30.4,4.8,2.3,6
2017/7/23,32.5,29.8,5.3,3.6,0
2017/7/24,33.4,30.7,6,3.7,3.5
2017/7/25,31.7,30.7,8.3,2.2,18
2017/7/26,32.2,30.2,4.3,1.5,11.5
2017/7/27,34,31.1,4,2.8,0
2017/7/28,33.4,32.7,4.8,5.8,0.5
2017/7/29,33.9,33,3.5,5.3,0
2017/7/30,34.8,33.9,4,5.1,0
2017/7/31,35,33.1,3.3,3.7,0
2017/8/1,34,31.8,3.5,3.6,0
2017/8/2,33.4,32.4,4.3,4.8,0
2017/8/3,33.2,33.2,3.8,5.1,0
2017/8/4,33.4,33,9.5,6.4,0
2017/8/5,33.3,32.5,10,7.6,0
2017/8/6,32.7,33.8,10,8.5,1
2017/8/7,32.8,34.6,9.8,6.4,0.5
2017/8/8,33.4,34.2,7,6.2,0
2017/8/9,33.9,34.1,7.8,6.8,0
2017/8/10,33.7,34.3,9.5,5.9,0
2017/8/11,34,34.8,5,4.4,0
2017/8/12,33.9,33.6,9.3,3.7,5
2017/8/13,33.8,32.7,5.3,3.1,0
2017/8/14,33.3,32.6,3,3.9,0
2017/8/15,33.7,31.9,4.5,4.9,0
2017/8/16,33.3,32.6,3.3,3.2,0
2017/8/17,34.4,30.4,3,2.7,0
2017/8/18,33.9,29.9,3.5,2.5,0
2017/8/19,34.9,29.1,1.3,3.5,0
2017/8/20,34.1,31.8,9.3,5.2,4.5
2017/8/21,33.1,32.3,8.3,7.5,5.5
2017/8/22,33.2,31.3,6.5,7.6,17
2017/8/23,33.4,31.6,5.3,5.7,3
2017/8/24,34.7,31.8,3.5,3.2,1
2017/8/25,34.8,31.6,5.8,3.1,0
2017/8/26,33.8,30.7,5,2.9,0
2017/8/27,33.4,31.1,5,3.2,2.5
2017/8/28,33.6,30,3.5,4.2,0
2017/8/29,33.8,30.8,7.3,5,8.5
2017/8/30,31.6,31.4,7.5,3.3,8
2017/8/31,33.6,30,8,3.7,0
2017/9/1,32,25.6,7,4.3,0
2017/9/2,31.8,25.9,5,3.6,0
2017/9/3,33.9,29.5,10,2.8,70.5
2017/9/4,32.5,32.7,9.5,3.4,0.5
2017/9/5,33.8,33.3,9.5,3.7,0
2017/9/6,33.6,32.6,6.8,4.9,1
2017/9/7,33,32.8,5.5,5.9,8.5
2017/9/8,32,32.4,9,4.4,0.5
2017/9/9,32.8,31.9,6.8,2.6,0
2017/9/10,33.5,31.7,7.8,2.4,60
2017/9/11,33.7,32.1,2.8,3.2,0
2017/9/12,33.7,31.9,7,6.1,0.5
2017/9/13,29.6,30.2,10,13.2,27.5
2017/9/14,29.1,30.2,10,11.2,36
2017/9/15,31,29.4,10,9.5,1.5
2017/9/16,28.4,28.1,9.8,11.6,0
2017/9/17,28.5,25.6,7.8,7.4,0
2017/9/18,28.9,22.7,5,3.4,0
2017/9/19,30,24,1.8,1.9,0
2017/9/20,32.3,30.2,5,2.4,31.5
2017/9/21,32.3,31.6,8.8,3.4,0
2017/9/22,31.6,32.4,8.8,3.7,0
2017/9/23,31.5,31.7,6.8,3.1,1.5
2017/9/24,31.8,31.5,7.8,2.8,0
2017/9/25,31.1,31.3,9.5,3.6,0
2017/9/26,31.9,31.9,9.5,3.6,0
2017/9/27,32.2,32.4,10,4.5,0
2017/9/28,31,29.6,8.5,4.9,0
2017/9/29,30.7,25.8,5,4,0
2017/9/30,31.4,23.5,3.8,6.2,0
2018/5/1,27.8,24.6,9.5,3.7,0
2018/5/2,28.5,27.7,6,5.9,5.5
2018/5/3,23.9,18.2,10,5.7,5.5
2018/5/4,25.5,12.3,8,3.7,0
2018/5/5,25.7,15.7,7.5,4.3,0
2018/5/6,28,22,6,5.5,0
2018/5/7,28.1,27.1,7.3,6.6,0
2018/5/8,27.5,27.7,10,7.2,6.5
2018/5/9,25.7,21.8,8,5.5,0
2018/5/10,27.7,22.4,7.3,5.7,0
2018/5/11,26.6,20.8,5,8.2,0
2018/5/12,27.5,27.4,9.5,3.5,0.5
2018/5/13,28,25.6,4.5,3.4,0
2018/5/14,29.9,26.7,2,2.4,0
2018/5/15,31,26.2,3,3,0
2018/5/16,31.6,27.3,2.3,3.7,0
2018/5/17,30.8,28.6,5,3.9,0
2018/5/18,30.4,27.8,5.5,3.6,0
2018/5/19,30.1,28.1,8.5,3.2,0
2018/5/20,29.9,28,7.8,3.8,0
2018/5/21,29.1,29.2,8.8,5.1,15
2018/5/22,28.8,26.9,6,4.2,0
2018/5/23,29.9,25.8,7.5,4.8,0
2018/5/24,27.2,19.7,1.8,4.7,0
2018/5/25,29.2,20.9,0.5,2.4,0
2018/5/26,30.2,30.7,7.5,6.7,0
2018/5/27,31.1,31.5,6.5,4.2,0
2018/5/28,30.5,32.5,9.8,5.1,0
2018/5/29,31.6,31.7,7.5,4.1,0
2018/5/30,31.6,30.9,7.5,4.7,0
2018/5/31,31.3,32.7,9,5.8,0
2018/6/1,26.6,26.5,9.3,5.2,17.5
2018/6/2,28.3,23.6,10,4.2,0
2018/6/3,26.1,27.2,10,4.3,13
2018/6/4,29.7,29.3,8.8,4.2,0
2018/6/5,31.2,30.4,4.5,2.4,0
2018/6/6,32.3,31.4,9,3.2,0
2018/6/7,32.2,32.9,7.5,4.3,0
2018/6/8,31.6,32.1,7.8,5.7,0
2018/6/9,31.7,33.4,9.5,7.5,0
2018/6/10,30.2,32.7,8,6.7,0
2018/6/11,29.7,30.8,9.3,3.7,2
2018/6/12,28.5,22.4,7,5.8,0
2018/6/13,29.8,22.8,8,3.7,0
2018/6/14,28,28.5,10,7,59.5
2018/6/15,29.9,32.8,10,5.5,16
2018/6/16,27.9,30.6,9.5,8,84.5
2018/6/17,29.4,28.7,8.5,3.4,0
2018/6/18,31,31.9,9.8,3.5,0
2018/6/19,29.9,34,10,7.3,0
2018/6/20,30.8,33.3,8.5,8.8,0.5
2018/6/21,31.3,33.2,10,7,0
2018/6/22,31,33.6,7.3,6.4,0
2018/6/23,31.9,33.7,9,7.2,0
2018/6/24,31.5,33.6,7.3,5.7,0
2018/6/25,32.7,32.1,8.8,3.5,5
2018/6/26,32.2,31.2,4.8,3.9,0
2018/6/27,32.9,30.1,6,3.6,0
2018/6/28,32.6,30.2,4,3.6,0
2018/6/29,32.9,30.6,6,4,0
2018/6/30,30.8,30.5,8.5,7.5,20.5
2018/7/1,29.6,30.4,9.8,11.8,33.5
2018/7/2,28.9,32.9,10,13.1,149
2018/7/3,27.1,31.6,9.8,6.2,30.5
2018/7/4,26.9,31,9.8,6.7,80.5
2018/7/5,28.1,30.9,10,8.9,25.5
2018/7/6,30.1,31.8,10,7,16.5
2018/7/7,30.8,31.3,8.5,5.1,0
2018/7/8,31.7,29.8,6,3.4,0
2018/7/9,31.6,30.3,8.5,7.6,0
2018/7/10,28.8,30.6,9.5,14.5,0
2018/7/11,30.8,31.6,9.5,7.9,0
2018/7/12,31.4,31.1,8.3,4.7,0
2018/7/13,31.9,30.3,6.5,4.4,0
2018/7/14,30.4,29.9,7.8,5,0
2018/7/15,31.3,30.1,6,6,0
2018/7/16,31,32.5,7.8,6.9,2
2018/7/17,31.5,31.5,8,6.9,0
2018/7/18,31.5,31.5,7,6.7,3
2018/7/19,31.9,30.7,6.3,6,2.5
2018/7/20,32.4,29.9,8,7.1,4.5
2018/7/21,28.5,33.1,10,8.9,23.5
2018/7/22,31.1,32.8,8.5,7.6,0
2018/7/23,31.7,33.5,8.3,6.3,0
2018/7/24,33.1,32.3,7,3.2,0
2018/7/25,32,30.8,2,2.9,0
2018/7/26,32.1,31.8,4.5,3.9,1
2018/7/27,31.9,32.5,7.5,3.2,43
2018/7/28,30.9,31.6,6.8,3.7,0
2018/7/29,32.1,33.8,7.5,4.9,0
2018/7/30,32.2,33.8,10,5.1,0.5
2018/7/31,32.3,33.5,4.3,4.7,13.5
2018/8/1,29.6,32.6,8.8,5.6,4.5
2018/8/2,30.1,31.7,9.8,6.9,29
2018/8/3,32.4,33.9,9.5,4.9,7
2018/8/4,32.2,31.8,3.8,3.8,0
2018/8/5,32.3,30.2,1.8,2.9,0
2018/8/6,31.3,29.5,3.3,3.3,0
2018/8/7,32.3,31.1,2,4.2,0
2018/8/8,31.8,31.8,4,3.9,6.5
2018/8/9,31.9,33,3.8,4.4,0
2018/8/10,32.3,31.5,6.3,5.5,0
2018/8/11,30.1,34.1,9.8,7,6
2018/8/12,31.4,32.8,9.5,9.3,0.5
2018/8/13,30.9,33.2,9,8.7,3
2018/8/14,31.4,32.8,8.8,8.6,1.5
2018/8/15,27.9,32.6,10,9,98.5
2018/8/16,28.1,31.8,10,7.3,77
2018/8/17,32,31.3,8.8,4.8,3
2018/8/18,31.8,31.3,5.3,4.3,0.5
2018/8/19,31.7,31,4.5,3.8,0
2018/8/20,32,28.7,2.3,3.1,0
2018/8/21,31.1,29.7,7.5,6.8,0
2018/8/22,31.7,32.8,7,6.1,0
2018/8/23,32.1,34.3,9,6.2,1.5
2018/8/24,32.2,34.2,7.3,5.4,3
2018/8/25,29.3,32.8,8,5.4,15
2018/8/26,30.4,31.2,8.8,7.6,4
2018/8/27,31.4,29.4,7.3,5.3,0
2018/8/28,30.7,30.6,8.3,2.7,36.5
2018/8/29,31,29.7,7.5,2.9,10.5
2018/8/30,31.9,29.9,5.3,3.6,2.5
2018/8/31,31.8,30.7,2.3,3.1,0
2018/9/1,30.8,30.9,5.8,1.9,36
2018/9/2,31.3,28.9,2.3,3,0
2018/9/3,30.8,28.3,4,5.3,0
2018/9/4,31.4,32.3,10,6,6.5
2018/9/5,30.3,31.9,8,3.2,42
2018/9/6,31.9,31,4.5,4.1,1
2018/9/7,31.4,31.8,7.3,6.9,0
2018/9/8,30.8,32,8,4,13.5
2018/9/9,31.2,30.8,10,2.7,0.5
2018/9/10,29.8,31.6,9.3,2.2,5.5
2018/9/11,31.1,30.7,9.8,3.2,0.5
2018/9/12,31.6,30.7,4,4.4,1.5
2018/9/13,31.9,29.9,5.5,5.3,0
2018/9/14,31.5,30.7,3.5,6.2,0
2018/9/15,31.8,31.9,6.5,6.1,0
2018/9/16,31.9,31.4,3.5,4,0
2018/9/17,32.5,30.1,2.8,3.4,0
2018/9/18,32.5,29.3,4.3,3.9,0
2018/9/19,32.3,29.4,3.3,3,0
2018/9/20,32.4,28.8,2.8,2.5,0
2018/9/21,32.1,30.4,5.5,3,0
2018/9/22,32.4,30.8,3.8,2.1,6.5
2018/9/23,32.5,30.2,5.3,3.1,0
2018/9/24,32,29.1,10,5.2,1.5
2018/9/25,28.3,29.6,10,7.2,19
2018/9/26,31,30.7,10,7.6,0
2018/9/27,30.6,30.3,9.5,9.7,0.5
2018/9/28,29.5,31.5,10,14.6,15.5
2018/9/29,28.1,32.2,10,22.7,184
2018/9/30,27.9,24.1,8.3,9,0.5
